qid,source,type,question,image,solution,answer,unit,notes,number_of_answers,original_qid,category_vector,steps_count,difficulty_level,primary_category,Materials,Properties,Structures,Fundamental Mechanisms,Processes,Failure Mechanisms
Fundamentals_of_Materials_Instructors_Example 11.6,Fundamentals_of_Materials_Instructors,NUM,"For some transformation having kinetics that obey the Avrami equation (equation (y=1-\exp \left(-k t^n\right))), the parameter $n$ is known to have a value of 1.5. If the reaction is $25 \%$ complete after 125 s , how long (total time) will it take the transformation to go to $90 \%$ completion?",,"This problem calls for us to compute the length of time required for a reaction to go to $90 \%$ completion. It first becomes necessary to solve for the parameter $k$ in equation (y=1-\exp \left(-k t^n\right)). But before this is possible, we must manipulate this equation such that $k$ is the dependent variable. We first rearrange equation (y=1-\exp \left(-k t^n\right)) as

$$
\exp \left(-k t^{n}\right)=1-y
$$

And then take natural logarithms of both sides:

$$
-k t^{n}=\ln (1-y)
$$

Now solving for $k$ gives

$$
k=-\frac{\ln (1-y)}{t^{n}}
$$

And, from the problem statement, for $y=0.25$ when $t=125 \mathrm{~s}$ and given that $n=1.5$, the value of $k$ is equal to

$$
k=-\frac{\ln (1-0.25)}{(125 \mathrm{~s})^{1.5}}=2.06 \times 10^{-4}
$$

We now want to manipulate equation (y=1-\exp \left(-k t^n\right)) such that $t$ is the dependent variable. The above equation (k=-\frac{\ln (1-y)}{t^n}) may be written in the form:

$$
t^{n}=-\frac{\ln (1-y)}{k}
$$

And solving this expression for $t$ leads to

$$
t=\left[-\frac{\ln (1-y)}{k}\right]^{\frac{1}{n}}
$$

Now, using this equation and the value of $k$ determined above, the time to $90 \%$ transformation completion is equal to

$$
t=\left[-\frac{\ln (1-0.90)}{2.06 \times 10^{-4}}\right]^{\frac{1}{1}.5}=500 \mathrm{~s}
$$",500,s,,single,Example 11.6,101400,7,easy,Materials: Metals,Metals,,Composites,Diffusion & Kinetics,,
Fundamentals_of_Materials_Instructors_Example 11.7,Fundamentals_of_Materials_Instructors,NUM,"Compute the rate of some reaction that obeys Avrami kinetics, assuming that the constants $n$ and $k$ have values of 2.0 and $5 \times 10-4$, respectively, for time expressed in seconds.",,"This problem asks that we compute the rate of some reaction given the values of $n$ and $k$ in equation (y=1-\exp \left(-k t^n\right)). Since the reaction rate is defined by equation (\text { rate }=\frac{1}{t_{0.5}}), it is first necessary to determine $t{0.5}$, or the time necessary for the reaction to reach $y=0.5$. We must manipulate equation (y=1-\exp \left(-k t^n\right)) such that $t$ is the dependent variable. It is first necessary to rearrange equation (y=1-\exp \left(-k t^n\right)) as follows:

$$
\exp \left(-k t^{n}\right)=1-y
$$

And then take natural logarithms of both sides:

$$
-k t^{n}=\ln (1-y)
$$

Which my be rearranged so as to read

$$
t^{n}=-\frac{\ln (1-y)}{k}
$$

Now, solving for $t$ from this expression leads to

$$
t=\left[-\frac{\ln (1-y)}{k}\right]^{\frac{1}{n}}
$$

For $t{0.5}$ this equation takes the form

$$
t{0.5}=\left[-\frac{\ln (1-0.5)}{k}\right]^{\frac{1}{n}}
$$

And, incorporation of values for $n$ and $k$ given in the problem statement ( 2.0 and $5 \times 10^{-4}$, respectively), then

$$
t{0.5}=\left[-\frac{\ln (1-0.5)}{5 \times 10^{-4}}\right]^{\frac{1}{2}}=37.23 \mathrm{~s}
$$

Now, the rate is computed using equation (\text { rate }=\frac{1}{t_{0.5}}) as

$$
\text { rate }=\frac{1}{t{0.5}}=\frac{1}{37.23 \mathrm{~s}}=2.69 \times 10^{-2} \mathrm{~s}^{-1}
$$",2.69E-02,$s^{-1}$,,single,Example 11.7,101400,9,hard,Materials: Metals,Metals,,Composites,Diffusion & Kinetics,,
Fundamentals_of_Materials_Instructors_Example 11.8,Fundamentals_of_Materials_Instructors,NUM,"It is known that the kinetics of recrystallization for some alloy obeys the Avrami equation, and that the value of $n$ in the exponential is 5.0. If, at some temperature, the fraction recrystallized is 0.30 after 100 min , determine the rate of recrystallization at this temperature.",,"This problem gives us the value of $y(0.30)$ at some time $t(100 \mathrm{~min})$, and also the value of $n(5.0)$ for the recrystallization of an alloy at some temperature, and then asks that we determine the rate of recrystallization at this same temperature. It is first necessary to calculate the value of $k$. We begin by rearranging equation (y=1-\exp \left(-k t^n\right)) as

$$
\exp \left(-k t^{n}\right)=1-y
$$

And then take natural logarithms of both sides:

$$
-k t^{n}=\ln (1-y)
$$

Now solving for $k$ gives

$$
k=-\frac{\ln (1-y)}{t^{n}}
$$

Which, using the values cited above for $y, n$, and $t$ yields

$$
k=-\frac{\ln (1-0.30)}{(100 \mathrm{~min})^{5}}=3.57 \times 10^{-11}
$$

At this point we want to compute $t{0.5}$, the value of $t$ for $y=0.5$, which means that it is necessary to establish a form of equation (y=1-\exp \left(-k t^n\right)) in which $t$ is the dependent variable. Rearrangement of equation (k=-\frac{\ln (1-y)}{t^n}) above leads to

$$
t^{n}=-\frac{\ln (1-y)}{k}
$$

And solving this expression for $t$ leads to

$$
t=\left[-\frac{\ln (1-y)}{k}\right]^{\frac{1}{n}}
$$

For $t{0.5}$, this equation takes the form

$$
t{0.5}=\left[-\frac{\ln (1-0.5)}{k}\right]^{\frac{1}{n}}
$$

And incorporation of the value of $k$ determined above, as well as the value of $n$ cited in the problem statement (5.0), we compute the value of $t{0.5}$ as follows:

$$
t{0.5}=\left[-\frac{\ln (1-0.5)}{3.57 \times 10^{-11}}\right]^{\frac{1}{5}}=114.2 \mathrm{~min}
$$

Therefore, from equation (\text { rate }=\frac{1}{t_{0.5}}), the rate is just

$$
\text { rate }=\frac{1}{t{0.5}}=\frac{1}{114.2 \mathrm{~min}}=8.76 \times 10^{-3}(\min )^{-1}
$$",8.76E-03,$(\min )^{-1}$,,single,Example 11.8,121400,12,medium,Materials: Metals,Metals,Thermal,Composites,Diffusion & Kinetics,,
Fundamentals_of_Materials_Instructors_Example 11.9,Fundamentals_of_Materials_Instructors,NUM,"It is known that the kinetics of some transformation obeys the Avrami equation and that the value of $k$ is 2.6 $\times 10^{-6}$ (for time in minutes). If the fraction recrystallized is 0.65 after 120 min, determine the rate of this transformation.",,"First of all, we note that the rate of a reaction is defined by equation (\text { rate }=\frac{1}{t_{0.5}}) as

$$
\text { rate }=\frac{1}{t{0.5}}
$$

For this problem it is necessary to compute the value of $t{0.5}$, the time it takes for the reaction to progress to $50 \%$ completion-or for the fraction of reaction $y$ to equal 0.50 . Furthermore, we may determine $t{0.5}$ using the Avrami equation, equation (y=1-\exp \left(-k t^n\right)):

$$
y=1-\exp \left(-k t^{n}\right)
$$

The problem statement provides us with the value of $y(0.65)$ at some time $t(120 \mathrm{~min})$, and also the value of $k(2.6 \times$ $10^{-6}$ ) from which data it is possible to compute the value of the constant $n$. In order to perform this calculation some algebraic manipulation of equation (y=1-\exp \left(-k t^n\right)) is necessary. First of all, we rearrange this expression as follows:

$$
\exp \left(-k t^{n}\right)=1-y
$$

We then take natural logarithms of both sides, which leads to:

$$
-k t^{n}=\ln (1-y)
$$

Now solving for $n$ requires further algebraic manipulation. Performing another rearrangement yields

$$
t^{n}=\frac{\ln (1-y)}{-k}
$$

And taking natural logarithms of both sides of this equation results in the following expression

$$
n \ln t=\ln \left(\frac{\ln (1-y)}{-k}\right)
$$

From which we solve for $n$ as follows

$$
n=\frac{\ln \left[\frac{\ln (1-y)}{-k}\right]}{\ln t}
$$

And incorporating values cited above for $y, k$, and $t$ yields

$$
n=\frac{\ln \left[\frac{\ln (1-0.65)}{-\left(2.6 \times 10^{-6}\right)}\right]}{\ln (120 \mathrm{~min})}=2.70
$$

At this point we want to compute $t{0.5}$, the value of $t$ for $y=0.5$, which means that it is necessary to establish a form of equation (y=1-\exp \left(-k t^n\right)) in which $t$ is the dependent variable. This is accomplished using a rearranged form of equation (k=-\frac{\ln (1-y)}{t^n}) as

$$
t^{n}=-\frac{\ln (1-y)}{k}
$$

From which we solve for $t$ :

$$
t=\left[-\frac{\ln (1-y)}{k}\right]^{\frac{1}{n}}
$$

And for $t=t{0.5}$, this equation becomes

$$
t{0.5}=\left[-\frac{\ln (1-0.5)}{k}\right]^{\frac{1}{n}}
$$

Now incorporation of the value of $n$ determined above, as well as the value of $k$ cited in the problem statement (2.6 $\times 10^{-6}$ ), we calculate $t{0.5}$ as follows:

$$
t{0.5}=\left[-\frac{\ln (1-0.5)}{2.6 \times 10^{-6}}\right]^{\frac{1}{2}.70}=102 \mathrm{~min}
$$

And, finally, from equation (\text { rate }=\frac{1}{t_{0.5}}), the rate is equal to

$$
\text { rate }=\frac{1}{t{0.5}}=\frac{1}{102 \min }=9.8 \times 10^{-3}(\min )^{-1}
$$

The kinetics of the austenite-to-pearlite transformation obeys the Avrami relationship. Using the fraction transformed-time data given here, determine the total time required for $95 \%$ of the austenite to transform to pearlite:

| Fraction Transformed | Time $(\mathrm{s})$ |
| :--: | :--: |
| 0.2 | 280 |
| 0.6 | 425 |",9.8E-03,min^-1,,single,Example 11.9,105420,10,hard,Materials: Metals,Metals,,Micro/Nano-structure,Diffusion & Kinetics,Shaping,
Fundamentals_of_Materials_Instructors_Example 11.10,Fundamentals_of_Materials_Instructors,NUM,"The kinetics of the austenite-to-pearlite transformation obeys the Avrami relationship. Using the fraction transformed-time data given here, determine the total time required for $95 \%$ of the austenite to transform to pearlite:

| Fraction Transformed | Time $(\mathrm{s})$ |
| :--: | :--: |
| 0.2 | 280 |
| 0.6 | 425 |",,"The first thing necessary is to set up two expressions of the form of equation (y=1-\exp \left(-k t^n\right)), and then to solve simultaneously for the values of $n$ and $k$. In order to expedite this process, we will rearrange and do some algebraic manipulation of equation (y=1-\exp \left(-k t^n\right)). First of all, we rearrange as follows:

$$
1-y=\exp \left(-k t^{n}\right)
$$

Now taking natural logarithms

$$
\ln (1-y)=-k t^{n}
$$

Or

$$
-\ln (1-y)=k t^{n}
$$

Which may also be expressed as

$$
\ln \left(\frac{1}{1-y}\right)=k t^{n}
$$

Now taking natural logarithms again of both sides of this equation, leads to

$$
\ln \left[\ln \left(\frac{1}{1-y}\right)\right]=\ln k+n \ln t
$$

Which is the form of the equation that we will now use. Using values cited in the problem statement, the two equations are thus

$$
\ln \left\{\ln \left[\frac{1}{1-0.2}\right]\right\}=\ln k+n \ln (280 \mathrm{~s})
$$

$$
\ln \left\{\ln \left[\frac{1}{1-0.6}\right]\right\}=\ln k+n \ln (425 \mathrm{~s})
$$

Solving these two expressions simultaneously for $n$ and $k$ yields $n=3.385$ and $k=1.162 \times 10^{-9}$ for time in seconds.
Now it becomes necessary to solve for the value of $t$ at which $y=0.95$. equation (y=1-\exp \left(-k t^n\right)) c given above may be rewritten as follows:

$$
t^{n}=-\frac{\ln (1-y)}{k}
$$

And solving for $t$ leads to

$$
t=\left[-\frac{\ln (1-y)}{k}\right]^{1 / n}
$$

Now incorporating into this expression values for $n$ and $k$ determined above, the time required for $95 \%$ austenite transformation is equal to

$$
t=\left[-\frac{\ln (1-0.95)}{1.162 \times 10^{-9}}\right]^{1 / 3.385}=603 \mathrm{~s}
$$",603,s,,single,Example 11.10,105400,1,hard,Materials: Metals,Metals,,Micro/Nano-structure,Diffusion & Kinetics,,
Fundamentals_of_Materials_Instructors_Example 11.11,Fundamentals_of_Materials_Instructors,NUM,"The fraction recrystallized-time data for the recrystallization at $350^{\circ} \mathrm{C}$ of a previously deformed aluminum are tabulated here. Assuming that the kinetics of this process obey the Avrami relationship, determine the fraction recrystallized after a total time of 116.8 min .

| Fraction Recrystallized | Time $(\mathbf{m i n})$ |
| :--: | :--: |
| 0.30 | 95.2 |
| 0.80 | 126.6 |",,"The first thing necessary is to set up two expressions of the form of equation (y=1-\exp \left(-k t^n\right)), and then to solve simultaneously for the values of $n$ and $k$. In order to expedite this process, we will rearrange and do some algebraic manipulation of equation (y=1-\exp \left(-k t^n\right)). First of all, we rearrange as follows:

$$
1-y=\exp \left(-k t^{n}\right)
$$

Now taking natural logarithms

$$
\ln (1-y)=-k t^{n}
$$

Or

$$
-\ln (1-y)=k t^{n}
$$

Which may also be expressed as

$$
\ln \left(\frac{1}{1-y}\right)=k t^{n}
$$

Now taking natural logarithms again of both sides of the above equation, leads to

$$
\ln \left[\ln \left(\frac{1}{1-y}\right)\right]=\ln k+n \ln t
$$

Which is the form of the equation that we will now use. The two equations are as follows:

$$
\begin{aligned}
& \ln \left\{\ln \left[\frac{1}{1-0.30}\right]\right\}=\ln k+n \ln (95.2 \mathrm{~min}) \\
& \ln \left\{\ln \left[\frac{1}{1-0.80}\right]\right\}=\ln k+n \ln (126.6 \mathrm{~min})
\end{aligned}
$$

Solving these two expressions simultaneously for $n$ and $k$ yields $n=5.286$ and $k=1.239 \times 10^{-11}$ for time in minutes.
Now it becomes necessary to solve for $y$ when $t=116.8 \mathrm{~min}$. Application of equation (y=1-\exp \left(-k t^n\right)) leads to

$$
\begin{gathered}
y=1-\exp \left(-k t^{n}\right) \\
=1-\exp \left[-\left(1.239 \times 10^{-11}\right)(116.8 \mathrm{~min})^{5.286}\right]=0.65
\end{gathered}
$$",0.65,,,single,Example 11.11,101300,2,hard,Materials: Metals,Metals,,Composites,Phase Diagram,,
Fundamentals_of_Materials_Instructors_Example 11.13,Fundamentals_of_Materials_Instructors,NUM,"Determine values for the constants $n$ and $k$ in $y=1-\exp \left(-k t^n\right)$ for the recrystallization of copper ( figure 11.11 ) at $119^{\circ} \mathrm{C}$.

Give your answer as a tuple ($n$, $k$).",images/Fundamentals_of_Materials_Instructors_Example 11.13_1.png,"One way to solve this problem is to take two values of percent recrystallization (which is just 100y, equation (y=1-\exp \left(-k t^n\right))) and their corresponding time values, then set up two simultaneous equations, from which $n$ and $k$ may be determined. In order to expedite this process, we will rearrange and do some algebraic manipulation of equation (y=1-\exp \left(-k t^n\right)). First of all, we rearrange as follows:

$$
1-y=\exp \left(-k t^{n}\right)
$$

Now taking natural logarithms of both sides of this equation leads to

$$
\ln (1-y)=-k t^{n}
$$

Or

$$
-\ln (1-y)=k t^{n}
$$

Which may also be expressed as

$$
\ln \left(\frac{1}{1-y}\right)=k t^{n}
$$

Now taking natural logarithms of this expression leads to

$$
\ln \left[\ln \left(\frac{1}{1-y}\right)\right]=\ln k+n \ln t
$$

Which is the form of the equation that we will now use. From the $119^{\circ} \mathrm{C}$ curve of  figure 11.11 , let us arbitrarily choose two percent recrystallized values, $20 \%$ and $80 \%$ (i.e., $y{1}=0.20$ and $y{2}=0.80$ ). Their corresponding time values are $t{1}=16 \mathrm{~min}$ and $t{2}=30 \mathrm{~min}$ (realizing that the time axis is scaled logarithmically). Thus, our two simultaneous equations become

$$
\begin{aligned}
& \ln \left[\ln \left(\frac{1}{1-0.2}\right)\right]=\ln k+n \ln (16) \\
& \ln \left[\ln \left(\frac{1}{1-0.8}\right)\right]=\ln k+n \ln (30)
\end{aligned}
$$

From which we obtain the values $n=3.09$ and $k=4.24 \times 10^{-5}$.","(3.09, 4.24e-5)",,,multiple,Example 11.13,101300,1,hard,Materials: Metals,Metals,,Composites,Phase Diagram,,
Fundamentals_of_Materials_Instructors_Example 11.42,Fundamentals_of_Materials_Instructors,NUM,"Determine values for the constants $n$ and $k$ in $y=1-\exp \left(-k t^n\right)$ for the crystallization of polypropylene ( figure 11.47 ) at $150^{\circ} \mathrm{C}$.

Give your answer as tuple ($n$, $k$).",images/Fundamentals_of_Materials_Instructors_Example 11.42_1.png,"One way to solve this problem is to take two values of percent recrystallization (which is just 100y, equation (y=1-\exp \left(-k t^n\right))) and their corresponding time values, then set up two simultaneous equations, from which $n$ and $k$ may be determined. In order to expedite this process, we will rearrange and do some algebraic manipulation of equation (y=1-\exp \left(-k t^n\right)). First of all, we rearrange as follows:

$$
1-y=\exp \left(-k t^{n}\right)
$$

Now taking natural logarithms of both sides leads to

$$
\ln (1-y)=-k t^{n}
$$

Or

$$
-\ln (1-y)=k t^{n}
$$

which may also be expressed as

$$
\ln \left(\frac{1}{1-y}\right)=k t^{n}
$$

Now taking natural logarithms again, leads to

$$
\ln \left[\ln \left(\frac{1}{1-y}\right)\right]=\ln k+n \ln t
$$

which is the form of the equation that we will now use. From the $150^{\circ} \mathrm{C}$ curve of  figure 11.47 , let us arbitrarily choose two percent crystallized values of $20 \%$ and $80 \%$ (i.e., $y{1}=0.20$ and $y{2}=0.80$ ). The corresponding time values are $t{1}=220 \mathrm{~min}$ and $t{2}=470 \mathrm{~min}$ (realizing that the time axis is scaled logarithmically). Thus, our two simultaneous equations become

$$
\begin{aligned}
& \ln \left[\ln \left(\frac{1}{1-0.20}\right)\right]=\ln k+n \ln (220) \\
& \ln \left[\ln \left(\frac{1}{1-0.80}\right)\right]=\ln k+n \ln (470)
\end{aligned}
$$

from which we obtain the following values for $n$ and $k$ :

$$
\begin{aligned}
& n=2.60 \\
& k=1.81 \times 10^{-7}
\end{aligned}
$$","(2.60, 1.81e-7)",,,multiple,Example 11.42,201300,1,medium,Materials: Polymers,Polymers,,Composites,Phase Diagram,,
Fundamentals_of_Materials_Instructors_Example 12.1,Fundamentals_of_Materials_Instructors,NUM,"(a) Compute the electrical conductivity of a cylindrical silicon specimen 7.0 mm ( 0.28 in.) diameter and 57 mm (2.25 in.) in length in which a current of 0.25 A passes in an axial direction. A voltage of 24 V is measured across two probes that are separated by 45 mm (1.75 in.).
(b) Compute the resistance over the entire 57 mm (2.25 in.) of the specimen.

Give your answer as a tuple (the electrical conductivity in (a), the resistance in (b)).",,"This problem calls for us to compute the electrical conductivity and resistance of a silicon specimen.
(a) We use equation ((\rho=\frac{V A}{I l}) and (\sigma=\frac{1}{\rho})) for the conductivity, as follows:

$$
\begin{gathered}
\sigma=\frac{1}{\rho} \\
=\frac{1}{\frac{V A}{I I}}=\frac{I I}{V A} \\
=\frac{I I}{V \pi\left(\frac{d}{2}\right)^{2}}
\end{gathered}
$$

Since the cross-sectional area of a cylinder having a diameter $d$ is

$$
A=\pi\left(\frac{d}{2}\right)^{2}
$$

Now, incorporation of values for the several parameters provided in the problem statement, leads to the following:

$$
\begin{gathered}
\sigma=\frac{I l}{V \pi\left(\frac{d}{2}\right)^{2}} \\
=\frac{(0.25 \mathrm{~A})\left(45 \times 10^{-3} \mathrm{~m}\right)}{(24 \mathrm{~V})(\pi)\left(\frac{7.0 \times 10^{-3} \mathrm{~m}}{2}\right)^{2}}=12.2(\Omega-\mathrm{m})^{-1}
\end{gathered}
$$

(b) The resistance, $R$, over the entire specimen length may be computed by combining and rearranging equation ((\rho=\frac{R A}{l}) and (\sigma=\frac{1}{\rho})) as follows:

$$
\begin{gathered}
R=\frac{l \rho}{A} \\
=\frac{l\left(\frac{1}{\sigma}\right)}{A}=\frac{l}{\sigma A} \\
=\frac{l}{\sigma \pi\left(\frac{d}{2}\right)^{2}}
\end{gathered}
$$

The value of $R$ may be computed upon entering values given in the problem statement into the preceding expression:

$$
\begin{gathered}
R=\frac{l}{\sigma \pi\left(\frac{d}{2}\right)^{2}} \\
=\frac{57 \times 10^{-3} \mathrm{~m}}{\left[12.2(\Omega-\mathrm{m})^{-1}\right](\pi)\left(\frac{7.0 \times 10^{-3} \mathrm{~m}}{2}\right)^{2}}=121.4 \Omega
\end{gathered}
$$","(12.2, 121.4)","($(\Omega-\mathrm{m})^{-1}$, $\Omega$)",,multiple,Example 12.1,431400,7,hard,Materials: Semiconductors,Semiconductors,Electrical,Composites,Diffusion & Kinetics,,
Fundamentals_of_Materials_Instructors_Example 12.2,Fundamentals_of_Materials_Instructors,NUM,"An aluminum wire 10 m long must experience a voltage drop of less than 1.0 V when a current of 5 A passes through it. Using the data in  table 12.1 , compute the minimum diameter of the wire.

Reference:
""Table 12.1
Room-Temperature Electrical Conductivities for Nine Common Metals and Alloys
\begin{tabular}{|l|l|}
\hline Metal & Electrical Conductivity [ $(\Omega \cdot \boldsymbol{m})^{-1}$ ] \\
\hline Silver & $6.8 \times 10^7$ \\
\hline Copper & $6.0 \times 10^7$ \\
\hline Gold & $4.3 \times 10^7$ \\
\hline Aluminum & $3.8 \times 10^7$ \\
\hline Brass ( $70 \mathrm{Cu}-30 \mathrm{Zn}$ ) & $1.6 \times 10^7$ \\
\hline Iron & $1.0 \times 10^7$ \\
\hline Platinum & $0.94 \times 10^7$ \\
\hline Plain carbon steel & $0.6 \times 10^7$ \\
\hline Stainless steel & $0.2 \times 10^7$ \\
\hline
\end{tabular}""",,"For this problem, given that an aluminum wire 10 m long must experience a voltage drop of less than 1.0 V when a current of 5 A passes through it, we are to compute the minimum diameter of the wire. We first of all solve for the cross-sectional $A$ in equation (\rho=\frac{V A}{I l}) as follows:

$$
A=\frac{\rho I I}{V}
$$

Next we make the substitution of a rearranged form of equation (\sigma=\frac{1}{\rho}), which leads to

$$
A=\frac{\left(\frac{1}{\sigma}\right) I I}{V}=\frac{I I}{\sigma V}
$$

From  table 12.1 , for aluminum, the conductivity, $\sigma=3.8 \times 10^{7}(\Omega-\mathrm{m})^{-1}$. Furthermore, inasmuch as $A=\pi\left(\frac{d}{2}\right)^{2}$ for a cylindrical wire, then we may rewrite the previous equation as follows:

$$
\pi\left(\frac{d}{2}\right)^{2}=\frac{I I}{\sigma V}
$$

And, solving for the diameter $d$ yields the following expression:

$$
d=\sqrt{\frac{4 I I}{\pi \sigma V}}
$$

When values for the several parameters given in the problem statement are incorporated into this expression, we obtain the following value for $d$ :

$$
\begin{gathered}
d=\sqrt{\frac{(4)(5 \mathrm{~A})(10 \mathrm{~m})}{(\pi)\left[3.8 \times 10^{7}(\Omega-\mathrm{m})^{-1}\right](1.0 \mathrm{~V})}} \\
=1.29 \times 10^{-3} \mathrm{~m}=1.29 \mathrm{~mm}
\end{gathered}
$$",1.29,mm,,single,Example 12.2,131400,6,easy,Materials: Metals,Metals,Electrical,Composites,Diffusion & Kinetics,,
Fundamentals_of_Materials_Instructors_Example 12.3,Fundamentals_of_Materials_Instructors,NUM,"A plain carbon steel wire 3 mm in diameter is to offer a resistance of no more than $20 \Omega$. Using the data in  table 12.1 , compute the maximum wire length.

Reference:
""Table 12.1
Room-Temperature Electrical Conductivities for Nine Common Metals and Alloys
\begin{tabular}{|l|l|}
\hline Metal & Electrical Conductivity [ $(\Omega \cdot \boldsymbol{m})^{-1}$ ] \\
\hline Silver & $6.8 \times 10^7$ \\
\hline Copper & $6.0 \times 10^7$ \\
\hline Gold & $4.3 \times 10^7$ \\
\hline Aluminum & $3.8 \times 10^7$ \\
\hline Brass ( $70 \mathrm{Cu}-30 \mathrm{Zn}$ ) & $1.6 \times 10^7$ \\
\hline Iron & $1.0 \times 10^7$ \\
\hline Platinum & $0.94 \times 10^7$ \\
\hline Plain carbon steel & $0.6 \times 10^7$ \\
\hline Stainless steel & $0.2 \times 10^7$ \\
\hline
\end{tabular}""",,"This problem asks that we compute, for a plain carbon steel wire of 3 mm diameter, the maximum length such that the resistance will not exceed $20 \Omega$. From  table 12.1  for a plain carbon steel $\sigma=0.6 \times 10^{7}(\Omega-\mathrm{m})^{-1}$. If $d$ is the wire diameter then, combining equation ((\rho=\frac{R A}{l}) and (\sigma=\frac{1}{\rho})) and then solving for the length $l$ leads to the following:

$$
\begin{aligned}
& l=\frac{R A}{\rho} \\
= & \frac{R A}{\frac{1}{\sigma}}=R \sigma A \\
= & R \sigma \pi\left(\frac{d}{2}\right)^{2}
\end{aligned}
$$

since the area of a cylindrical wire is equal to

$$
A=\pi\left(\frac{d}{2}\right)^{2}
$$

Upon inserting values for $R$ and $d$ given in the problem statement and the value of $\sigma$ taken from  table 12.1  yields the following value for the wire length:

$$
\begin{gathered}
l=R \sigma \pi\left(\frac{d}{2}\right)^{2} \\
=(20 \Omega)\left[0.6 \times 10^{7}(\Omega-\mathrm{m})^{-1}\right](\pi)\left(\frac{3 \times 10^{-3} \mathrm{~m}}{2}\right)^{2}=848 \mathrm{~m}
\end{gathered}
$$",848,m,,single,Example 12.3,131000,1,easy,Materials: Metals,Metals,Electrical,Composites,,,
Fundamentals_of_Materials_Instructors_Example 12.5,Fundamentals_of_Materials_Instructors,NUM,"(a) Using the data in  table 12.1 , compute the resistance of an aluminum wire 5 mm ( 0.20 in.) in diameter and $5 m$ (200 in.) in length.
(b) What would be the current flow if the potential drop across the ends of the wire is 0.04 V ?
(c) What is the current density?
(d) What is the magnitude of the electric field across the ends of the wire?

Give your answer as a tuple (the resistance in (a), the current flow in (b), the current density in (c), the magnitude of the electric field in (d)).

Reference:
""Table 12.1
Room-Temperature Electrical Conductivities for Nine Common Metals and Alloys
\begin{tabular}{|l|l|}
\hline Metal & Electrical Conductivity [ $(\Omega \cdot \boldsymbol{m})^{-1}$ ] \\
\hline Silver & $6.8 \times 10^7$ \\
\hline Copper & $6.0 \times 10^7$ \\
\hline Gold & $4.3 \times 10^7$ \\
\hline Aluminum & $3.8 \times 10^7$ \\
\hline Brass ( $70 \mathrm{Cu}-30 \mathrm{Zn}$ ) & $1.6 \times 10^7$ \\
\hline Iron & $1.0 \times 10^7$ \\
\hline Platinum & $0.94 \times 10^7$ \\
\hline Plain carbon steel & $0.6 \times 10^7$ \\
\hline Stainless steel & $0.2 \times 10^7$ \\
\hline
\end{tabular}""",,"(a) In order to compute the resistance of this aluminum wire it is necessary to combine equation ((\rho=\frac{R A}{l}) and (\sigma=\frac{1}{\rho})), and then solve for the resistance in terms of the conductivity; this is done as follows:

$$
\begin{gathered}
R=\frac{\rho l}{A} \\
=\frac{\left(\frac{1}{\sigma}\right) l}{A}=\frac{l}{\sigma A} \\
=\frac{l}{\sigma \pi\left(\frac{d}{2}\right)^{2}}
\end{gathered}
$$

since the area $A$ of a cylindrical wire is equal to

$$
A=\pi\left(\frac{d}{2}\right)^{2}
$$

From  table 12.1 , the conductivity of aluminum is $3.8 \times 10^{7}(\Omega-\mathrm{m})^{-1}$. Therefore, we solve for the resistance using equation (\begin{aligned}
&R=\frac{\rho l}{A}\\
&=\frac{\left(\frac{1}{\sigma}\right) l}{A}=\frac{l}{\sigma A}\\
&=\frac{l}{\sigma \pi\left(\frac{d}{2}\right)^2}
\end{aligned}) as follows:

$$
R=\frac{l}{\sigma \pi\left(\frac{d}{2}\right)^{2}}
$$

$$
\begin{gathered}
=\frac{5 \mathrm{~m}}{\left[3.8 \times 10^{7}(\Omega-\mathrm{m})^{-1}\right](\pi)\left(\frac{5 \times 10^{-3} \mathrm{~m}}{2}\right)^{2}} \\
=6.70 \times 10^{-3} \Omega
\end{gathered}
$$

(b) If $V=0.04 \mathrm{~V}$ then, from equation (V=I R), the current, $I$, is computed as follows:

$$
I=\frac{V}{R}=\frac{0.04 \mathrm{~V}}{6.70 \times 10^{-3} \Omega}=6.00 \mathrm{~A}
$$

(c) The current density is equal to the current divided by the specimen cross-sectional area as

$$
J=\frac{I}{A}=\frac{I}{\pi\left(\frac{d}{2}\right)^{2}}=\frac{6.00 \mathrm{~A}}{\pi\left(\frac{5 \times 10^{-3} \mathrm{~m}}{2}\right)^{2}}=3.06 \times 10^{5} \mathrm{~A} / \mathrm{m}^{2}
$$

(d) The electric field $(E)$ is computed using equation (\mathscr{E}=\frac{V}{l}) as follows:

$$
E=\frac{V}{l}=\frac{0.04 \mathrm{~V}}{5 \mathrm{~m}}=8.0 \times 10^{-3} \mathrm{~V} / \mathrm{m}
$$","(6.70e-3, 6.00, 3.06e5, 8.0e-3)","($\Omega$, A, A/m^2, V/m)",,multiple,Example 12.5,131002,9,medium,Materials: Metals,Metals,Electrical,Composites,,,Plastic
